protein,pdbid,state,trajectory_url,topology_url,model_url
unknown,3W5A,unknown,https://gpcrmd.org/dynadb/files/Dynamics//dyn1513/19450_trj_1309.dcd,https://gpcrmd.org/dynadb/files/Dynamics//dyn1513/19452_dyn_1309.psf,
Beta-2 adrenergic receptor,4LDE.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11165_trj_121.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11168_dyn_121.psf,
Guanine nucleotide-binding protein G(i) subunit alpha-1,6OS9,unknown,https://gpcrmd.org/dynadb/files/Dynamics//dyn1431/19201_trj_1250.xtc,https://gpcrmd.org/dynadb/files/Dynamics//dyn1431/19199_dyn_1250.top,
Beta-arrestin-2,6U1N,unknown,https://gpcrmd.org/dynadb/files/Dynamics//dyn1389/19048_trj_1219.xtc,https://gpcrmd.org/dynadb/files/Dynamics//dyn1389/19047_dyn_1219.psf,
unknown,9CM3,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2649/25288_trj_2298.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2649/25285_dyn_2298.psf,
unknown,3W5A,unknown,https://gpcrmd.org/dynadb/files/Dynamics//dyn1509/19431_trj_1305.dcd,https://gpcrmd.org/dynadb/files/Dynamics//dyn1509/19430_dyn_1305.psf,
unknown,9NS9,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2683/25520_trj_2332.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2683/25517_dyn_2332.psf,
D(2) dopamine receptor,6CM4,unknown,https://gpcrmd.org/dynadb/files/Dynamics//dyn1410/19132_trj_1239.xtc,https://gpcrmd.org/dynadb/files/Dynamics/dyn1410/tmp_dyn_0_1410.pdb,
5-hydroxytryptamine receptor 2B,4IB4.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10903_trj_94.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10906_dyn_94.psf,
Endothelin B receptor,5GLH,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11565_trj_168.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11571_dyn_168.psf,
Guanine nucleotide-binding protein G(i) subunit alpha-1,6OS9,unknown,https://gpcrmd.org/dynadb/files/Dynamics//dyn1429/19182_trj_1248.xtc,https://gpcrmd.org/dynadb/files/Dynamics//dyn1429/19181_dyn_1248.top,
Beta-arrestin-2,6K3F,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2320/24008_trj_2053.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2320/24007_dyn_2053.psf,
P2Y purinoceptor 1,4XNV.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11677_trj_179.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11683_dyn_179.psf,
Free fatty acid receptor 2,9CLW,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2634/25220_trj_2285.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2634/25217_dyn_2285.psf,
Adenosine receptor A2a,4EIY.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10462_trj_44.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10467_dyn_44.psf,
C-X-C chemokine receptor type 4,3OE0.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10989_trj_104.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10994_dyn_104.psf,
Type-1 angiotensin II receptor,6DO1,unknown,https://gpcrmd.org/dynadb/files/Dynamics/12043_trj_219.xtc,https://gpcrmd.org/dynadb/files/Dynamics/12047_dyn_219.top,
unknown,3W5A,unknown,https://gpcrmd.org/dynadb/files/Dynamics//dyn1512/19446_trj_1308.dcd,https://gpcrmd.org/dynadb/files/Dynamics//dyn1512/19445_dyn_1308.psf,
Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,7EVW,unknown,https://gpcrmd.org/dynadb/files/Dynamics/12226_trj_245.xtc,https://gpcrmd.org/dynadb/files/Dynamics/12230_dyn_245.top,
Beta-1 adrenergic receptor,2Y00.B,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10201_trj_13.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10204_dyn_13.psf,
Beta-2 adrenergic receptor,3PDS.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11015_trj_107.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11019_dyn_107.psf,
Adenosine receptor A2a,3UZC.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10438_trj_41.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10434_dyn_41.psf,
Beta-1 adrenergic receptor,2YCW.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11114_trj_56.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11120_dyn_56.psf,
5-hydroxytryptamine receptor 2B,5TVN,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11989_trj_213.xtc,https://gpcrmd.org/dynadb/files/Dynamics/12014_dyn_213.top,
Adenosine receptor A2a,3REY.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10398_trj_36.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10395_dyn_36.psf,
unknown,6NBF,unknown,https://gpcrmd.org/dynadb/files/Dynamics//dyn1500/19388_trj_1296.dcd,https://gpcrmd.org/dynadb/files/Dynamics//dyn1500/19380_dyn_1296.psf,
Beta-1 adrenergic receptor,4BVN.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11356_trj_143.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11359_dyn_143.psf,
unknown,9CM3,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2673/25443_trj_2322.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2673/25440_dyn_2322.psf,
Neurotensin receptor type 1,4GRV,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10699_trj_71.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10703_dyn_71.psf,
Beta-1 adrenergic receptor,5A8E.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11388_trj_147.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11393_dyn_147.psf,
Delta-type opioid receptor,4N6H.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10713_trj_73.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10718_dyn_73.psf,
Beta-1 adrenergic receptor,3ZPR.B,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11305_trj_137.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11309_dyn_137.psf,
Beta-1 adrenergic receptor,2Y03.B,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11801_trj_23.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10285_dyn_23.psf,
Adenosine receptor A1,5UEN.Z,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11532_trj_165.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11536_dyn_165.psf,
Adenosine receptor A2a,5IU4.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10504_trj_49.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10509_dyn_49.psf,
Mu-type opioid receptor,4DKL.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10612_trj_61.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10615_dyn_61.psf,
Adenosine receptor A2a,5G53,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2733/25722_trj_2375.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2733/25721_dyn_2375.top,
5-hydroxytryptamine receptor 2B,5TVN,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11996_trj_214.xtc,https://gpcrmd.org/dynadb/files/Dynamics/12015_dyn_214.top,
Frizzled-4,6BD4,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11848_trj_196.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11850_dyn_196.psf,
Beta-2 adrenergic receptor,4LDL.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11085_trj_114.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11088_dyn_114.psf,
G-protein coupled receptor homolog US28,4XT1.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11586_trj_170.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11590_dyn_170.psf,
Delta-type opioid receptor,4N6H,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10170_trj_8.dcd,https://gpcrmd.org/dynadb/files/Dynamics/10171_dyn_8.psf,
C-X-C chemokine receptor type 4,4RWS,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10859_trj_89.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10864_dyn_89.psf,
Type-1 angiotensin II receptor,6DO1,unknown,https://gpcrmd.org/dynadb/files/Dynamics/12033_trj_218.xtc,https://gpcrmd.org/dynadb/files/Dynamics/12037_dyn_218.top,
unknown,8F76,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2329/24085_trj_2062.trr,https://gpcrmd.org/dynadb/files/Dynamics/dyn2329/24084_dyn_2062.top,
Adenosine receptor A2a,4EIY.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10457_trj_43.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10455_dyn_43.psf,
Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,6VMS,unknown,https://gpcrmd.org/dynadb/files/Dynamics//dyn1419/19148_trj_1241.xtc,https://gpcrmd.org/dynadb/files/Dynamics/dyn1419/tmp_dyn_0_1419.pdb,
unknown,3P2D,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2348/24130_trj_2077.xtc,https://gpcrmd.org/dynadb/files/Dynamics/dyn2348/24129_dyn_2077.psf,
unknown,9CM7,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2677/25475_trj_2326.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2677/25464_dyn_2326.psf,
Beta-2 adrenergic receptor,3NYA.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10953_trj_100.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10958_dyn_100.psf,
unknown,3W5A,unknown,https://gpcrmd.org/dynadb/files/Dynamics//dyn1515/19462_trj_1311.dcd,https://gpcrmd.org/dynadb/files/Dynamics//dyn1515/19464_dyn_1311.psf,
Muscarinic acetylcholine receptor M3,4U16.B,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11650_trj_175.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11654_dyn_175.psf,
Cannabinoid receptor 1,5U09.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10280_trj_22.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10277_dyn_22.psf,
unknown,3W5A,unknown,https://gpcrmd.org/dynadb/files/Dynamics//dyn1510/19436_trj_1306.dcd,https://gpcrmd.org/dynadb/files/Dynamics//dyn1510/19435_dyn_1306.psf,
Smoothened homolog,4QIN,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11868_trj_198.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11874_dyn_198.psf,
Beta-arrestin-1,6U1N,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2347/24126_trj_2076.xtc,https://gpcrmd.org/dynadb/files/Dynamics/dyn2347/24125_dyn_2076.psf,
D(2) dopamine receptor,6CM4,unknown,https://gpcrmd.org/dynadb/files/Dynamics//dyn1418/19141_trj_1240.xtc,https://gpcrmd.org/dynadb/files/Dynamics/dyn1418/tmp_dyn_0_1418.pdb,
Adenosine receptor A2a,2YDO.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10341_trj_30.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10345_dyn_30.psf,
C-C chemokine receptor type 5,4MBS.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10665_trj_67.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10669_dyn_67.psf,
